Name,Adenine_content,Cytosine_content,GC_content,Guanine_content,Keto_GT_content,Purine_AG_content,Thymine_content,label
18,32.098765432098766,23.45679012345679,48.148148148148145,24.691358024691358,44.44444444444444,56.79012345679013,19.753086419753085,0
19,37.03703703703704,18.51851851851852,43.20987654320987,24.691358024691358,44.44444444444444,61.72839506172839,19.753086419753085,0
20,29.62962962962963,20.987654320987655,39.50617283950617,18.51851851851852,49.382716049382715,48.148148148148145,30.864197530864196,0
21,14.814814814814815,28.395061728395063,55.55555555555556,27.160493827160494,56.79012345679013,41.97530864197531,29.62962962962963,0
22,17.28395061728395,24.691358024691358,51.851851851851855,27.160493827160494,58.02469135802469,44.44444444444444,30.864197530864196,0
23,19.753086419753085,18.51851851851852,40.74074074074074,22.22222222222222,61.72839506172839,41.97530864197531,39.50617283950617,0
24,20.987654320987655,22.22222222222222,53.08641975308642,30.864197530864196,56.79012345679013,51.851851851851855,25.925925925925927,0
25,41.97530864197531,23.45679012345679,41.97530864197531,18.51851851851852,34.5679012345679,60.49382716049383,16.049382716049383,0
26,30.864197530864196,22.22222222222222,53.08641975308642,30.864197530864196,46.91358024691358,61.72839506172839,16.049382716049383,0
27,22.22222222222222,24.691358024691358,49.382716049382715,24.691358024691358,53.08641975308642,46.91358024691358,28.395061728395063,0
28,18.51851851851852,32.098765432098766,64.19753086419753,32.098765432098766,49.382716049382715,50.617283950617285,17.28395061728395,0
29,18.51851851851852,20.987654320987655,59.25925925925926,38.27160493827161,60.49382716049383,56.79012345679013,22.22222222222222,0
30,20.987654320987655,22.22222222222222,51.851851851851855,29.62962962962963,56.79012345679013,50.617283950617285,27.160493827160494,0
31,25.925925925925927,24.691358024691358,55.55555555555556,30.864197530864196,49.382716049382715,56.79012345679013,18.51851851851852,0
32,35.80246913580247,23.45679012345679,46.91358024691358,23.45679012345679,40.74074074074074,59.25925925925926,17.28395061728395,0
33,22.22222222222222,19.753086419753085,50.617283950617285,30.864197530864196,58.02469135802469,53.08641975308642,27.160493827160494,0
34,24.691358024691358,19.753086419753085,48.148148148148145,28.395061728395063,55.55555555555556,53.08641975308642,27.160493827160494,0
35,30.864197530864196,20.987654320987655,51.851851851851855,30.864197530864196,48.148148148148145,61.72839506172839,17.28395061728395,0
36,23.45679012345679,25.925925925925927,56.79012345679013,30.864197530864196,50.617283950617285,54.32098765432099,19.753086419753085,0
37,20.987654320987655,25.925925925925927,59.25925925925926,33.333333333333336,53.08641975308642,54.32098765432099,19.753086419753085,0
38,32.098765432098766,23.45679012345679,53.08641975308642,29.62962962962963,44.44444444444444,61.72839506172839,14.814814814814815,0
39,32.098765432098766,32.098765432098766,51.851851851851855,19.753086419753085,35.80246913580247,51.851851851851855,16.049382716049383,0
40,28.395061728395063,32.098765432098766,54.32098765432099,22.22222222222222,39.50617283950617,50.617283950617285,17.28395061728395,0
41,22.22222222222222,28.395061728395063,58.02469135802469,29.62962962962963,49.382716049382715,51.851851851851855,19.753086419753085,0
42,13.580246913580247,25.925925925925927,59.25925925925926,33.333333333333336,60.49382716049383,46.91358024691358,27.160493827160494,0
43,17.28395061728395,32.098765432098766,59.25925925925926,27.160493827160494,50.617283950617285,44.44444444444444,23.45679012345679,0
44,20.987654320987655,34.5679012345679,59.25925925925926,24.691358024691358,44.44444444444444,45.67901234567901,19.753086419753085,0
45,32.098765432098766,24.691358024691358,43.20987654320987,18.51851851851852,43.20987654320987,50.617283950617285,24.691358024691358,0
46,41.97530864197531,16.049382716049383,41.97530864197531,25.925925925925927,41.97530864197531,67.90123456790124,16.049382716049383,0
47,30.864197530864196,24.691358024691358,51.851851851851855,27.160493827160494,44.44444444444444,58.02469135802469,17.28395061728395,0
48,16.049382716049383,32.098765432098766,60.49382716049383,28.395061728395063,51.851851851851855,44.44444444444444,23.45679012345679,0
49,23.45679012345679,22.22222222222222,54.32098765432099,32.098765432098766,54.32098765432099,55.55555555555556,22.22222222222222,0
50,22.22222222222222,29.62962962962963,58.02469135802469,28.395061728395063,48.148148148148145,50.617283950617285,19.753086419753085,0
51,18.51851851851852,24.691358024691358,59.25925925925926,34.5679012345679,56.79012345679013,53.08641975308642,22.22222222222222,0
52,23.45679012345679,25.925925925925927,51.851851851851855,25.925925925925927,50.617283950617285,49.382716049382715,24.691358024691358,0
53,14.814814814814815,23.45679012345679,53.08641975308642,29.62962962962963,61.72839506172839,44.44444444444444,32.098765432098766,0
54,17.28395061728395,24.691358024691358,50.617283950617285,25.925925925925927,58.02469135802469,43.20987654320987,32.098765432098766,0
55,25.925925925925927,25.925925925925927,56.79012345679013,30.864197530864196,48.148148148148145,56.79012345679013,17.28395061728395,0
56,22.22222222222222,27.160493827160494,53.08641975308642,25.925925925925927,50.617283950617285,48.148148148148145,24.691358024691358,0
57,30.864197530864196,19.753086419753085,51.851851851851855,32.098765432098766,49.382716049382715,62.96296296296296,17.28395061728395,0
58,32.098765432098766,24.691358024691358,48.148148148148145,23.45679012345679,43.20987654320987,55.55555555555556,19.753086419753085,0
59,23.45679012345679,29.62962962962963,54.32098765432099,24.691358024691358,46.91358024691358,48.148148148148145,22.22222222222222,0
60,20.987654320987655,29.62962962962963,55.55555555555556,25.925925925925927,49.382716049382715,46.91358024691358,23.45679012345679,0
61,18.51851851851852,24.691358024691358,58.02469135802469,33.333333333333336,56.79012345679013,51.851851851851855,23.45679012345679,0
62,24.691358024691358,25.925925925925927,40.74074074074074,14.814814814814815,49.382716049382715,39.50617283950617,34.5679012345679,0
63,23.45679012345679,25.925925925925927,56.79012345679013,30.864197530864196,50.617283950617285,54.32098765432099,19.753086419753085,0
64,27.160493827160494,25.925925925925927,49.382716049382715,23.45679012345679,46.91358024691358,50.617283950617285,23.45679012345679,0
65,17.28395061728395,22.22222222222222,50.617283950617285,28.395061728395063,60.49382716049383,45.67901234567901,32.098765432098766,0
66,27.160493827160494,28.395061728395063,46.91358024691358,18.51851851851852,44.44444444444444,45.67901234567901,25.925925925925927,0
67,27.160493827160494,22.22222222222222,46.91358024691358,24.691358024691358,50.617283950617285,51.851851851851855,25.925925925925927,0
68,27.160493827160494,22.22222222222222,51.851851851851855,29.62962962962963,50.617283950617285,56.79012345679013,20.987654320987655,0
69,22.22222222222222,35.80246913580247,61.72839506172839,25.925925925925927,41.97530864197531,48.148148148148145,16.049382716049383,0
70,17.28395061728395,32.098765432098766,60.49382716049383,28.395061728395063,50.617283950617285,45.67901234567901,22.22222222222222,0
71,9.876543209876543,28.395061728395063,60.49382716049383,32.098765432098766,61.72839506172839,41.97530864197531,29.62962962962963,0
72,23.45679012345679,20.987654320987655,51.851851851851855,30.864197530864196,55.55555555555556,54.32098765432099,24.691358024691358,0
73,24.691358024691358,24.691358024691358,53.08641975308642,28.395061728395063,50.617283950617285,53.08641975308642,22.22222222222222,0
74,24.691358024691358,24.691358024691358,50.617283950617285,25.925925925925927,50.617283950617285,50.617283950617285,24.691358024691358,0
75,22.22222222222222,24.691358024691358,60.49382716049383,35.80246913580247,53.08641975308642,58.02469135802469,17.28395061728395,0
76,20.987654320987655,25.925925925925927,50.617283950617285,24.691358024691358,53.08641975308642,45.67901234567901,28.395061728395063,0
77,27.160493827160494,24.691358024691358,44.44444444444444,19.753086419753085,48.148148148148145,46.91358024691358,28.395061728395063,0
78,22.22222222222222,19.753086419753085,48.148148148148145,28.395061728395063,58.02469135802469,50.617283950617285,29.62962962962963,0
79,22.22222222222222,32.098765432098766,50.617283950617285,18.51851851851852,45.67901234567901,40.74074074074074,27.160493827160494,0
80,27.160493827160494,22.22222222222222,50.617283950617285,28.395061728395063,50.617283950617285,55.55555555555556,22.22222222222222,0
81,7.407407407407407,38.27160493827161,64.19753086419753,25.925925925925927,54.32098765432099,33.333333333333336,28.395061728395063,0
82,23.45679012345679,34.5679012345679,60.49382716049383,25.925925925925927,41.97530864197531,49.382716049382715,16.049382716049383,0
83,12.345679012345679,33.333333333333336,67.90123456790124,34.5679012345679,54.32098765432099,46.91358024691358,19.753086419753085,0
84,29.62962962962963,22.22222222222222,49.382716049382715,27.160493827160494,48.148148148148145,56.79012345679013,20.987654320987655,0
85,14.814814814814815,19.753086419753085,56.79012345679013,37.03703703703704,65.4320987654321,51.851851851851855,28.395061728395063,0
86,14.814814814814815,41.97530864197531,65.4320987654321,23.45679012345679,43.20987654320987,38.27160493827161,19.753086419753085,0
87,32.098765432098766,24.691358024691358,48.148148148148145,23.45679012345679,43.20987654320987,55.55555555555556,19.753086419753085,0
88,20.987654320987655,34.5679012345679,59.25925925925926,24.691358024691358,44.44444444444444,45.67901234567901,19.753086419753085,0
89,33.333333333333336,24.691358024691358,44.44444444444444,19.753086419753085,41.97530864197531,53.08641975308642,22.22222222222222,0
90,22.22222222222222,27.160493827160494,38.27160493827161,11.11111111111111,50.617283950617285,33.333333333333336,39.50617283950617,0
91,27.160493827160494,28.395061728395063,50.617283950617285,22.22222222222222,44.44444444444444,49.382716049382715,22.22222222222222,0
92,20.987654320987655,25.925925925925927,60.49382716049383,34.5679012345679,53.08641975308642,55.55555555555556,18.51851851851852,0
93,29.62962962962963,29.62962962962963,48.148148148148145,18.51851851851852,40.74074074074074,48.148148148148145,22.22222222222222,0
94,34.5679012345679,22.22222222222222,49.382716049382715,27.160493827160494,43.20987654320987,61.72839506172839,16.049382716049383,0
95,28.395061728395063,25.925925925925927,50.617283950617285,24.691358024691358,45.67901234567901,53.08641975308642,20.987654320987655,0
96,22.22222222222222,25.925925925925927,56.79012345679013,30.864197530864196,51.851851851851855,53.08641975308642,20.987654320987655,0
97,25.925925925925927,20.987654320987655,51.851851851851855,30.864197530864196,53.08641975308642,56.79012345679013,22.22222222222222,0
98,13.580246913580247,19.753086419753085,49.382716049382715,29.62962962962963,66.66666666666667,43.20987654320987,37.03703703703704,0
99,18.51851851851852,22.22222222222222,50.617283950617285,28.395061728395063,59.25925925925926,46.91358024691358,30.864197530864196,0
100,19.753086419753085,24.691358024691358,51.851851851851855,27.160493827160494,55.55555555555556,46.91358024691358,28.395061728395063,0
101,14.814814814814815,29.62962962962963,61.72839506172839,32.098765432098766,55.55555555555556,46.91358024691358,23.45679012345679,0
102,11.11111111111111,32.098765432098766,70.37037037037037,38.27160493827161,56.79012345679013,49.382716049382715,18.51851851851852,0
103,19.753086419753085,28.395061728395063,56.79012345679013,28.395061728395063,51.851851851851855,48.148148148148145,23.45679012345679,0
104,27.160493827160494,33.333333333333336,55.55555555555556,22.22222222222222,39.50617283950617,49.382716049382715,17.28395061728395,0
105,29.62962962962963,35.80246913580247,58.02469135802469,22.22222222222222,34.5679012345679,51.851851851851855,12.345679012345679,0
106,8.641975308641975,22.22222222222222,53.08641975308642,30.864197530864196,69.1358024691358,39.50617283950617,38.27160493827161,0
107,28.395061728395063,20.987654320987655,44.44444444444444,23.45679012345679,50.617283950617285,51.851851851851855,27.160493827160494,0
108,16.049382716049383,28.395061728395063,61.72839506172839,33.333333333333336,55.55555555555556,49.382716049382715,22.22222222222222,0
109,25.925925925925927,20.987654320987655,50.617283950617285,29.62962962962963,53.08641975308642,55.55555555555556,23.45679012345679,0
110,12.345679012345679,27.160493827160494,50.617283950617285,23.45679012345679,60.49382716049383,35.80246913580247,37.03703703703704,0
111,22.22222222222222,23.45679012345679,53.08641975308642,29.62962962962963,54.32098765432099,51.851851851851855,24.691358024691358,0
112,35.80246913580247,19.753086419753085,32.098765432098766,12.345679012345679,44.44444444444444,48.148148148148145,32.098765432098766,0
113,19.753086419753085,29.62962962962963,61.72839506172839,32.098765432098766,50.617283950617285,51.851851851851855,18.51851851851852,0
114,19.753086419753085,34.5679012345679,51.851851851851855,17.28395061728395,45.67901234567901,37.03703703703704,28.395061728395063,0
115,29.62962962962963,25.925925925925927,45.67901234567901,19.753086419753085,44.44444444444444,49.382716049382715,24.691358024691358,0
116,20.987654320987655,29.62962962962963,58.02469135802469,28.395061728395063,49.382716049382715,49.382716049382715,20.987654320987655,0
117,17.28395061728395,33.333333333333336,65.4320987654321,32.098765432098766,49.382716049382715,49.382716049382715,17.28395061728395,0
118,20.987654320987655,18.51851851851852,43.20987654320987,24.691358024691358,60.49382716049383,45.67901234567901,35.80246913580247,0
119,32.098765432098766,28.395061728395063,45.67901234567901,17.28395061728395,39.50617283950617,49.382716049382715,22.22222222222222,0
120,20.987654320987655,19.753086419753085,50.617283950617285,30.864197530864196,59.25925925925926,51.851851851851855,28.395061728395063,0
121,30.864197530864196,22.22222222222222,43.20987654320987,20.987654320987655,46.91358024691358,51.851851851851855,25.925925925925927,0
122,23.45679012345679,24.691358024691358,54.32098765432099,29.62962962962963,51.851851851851855,53.08641975308642,22.22222222222222,0
123,38.27160493827161,27.160493827160494,48.148148148148145,20.987654320987655,34.5679012345679,59.25925925925926,13.580246913580247,0
124,25.925925925925927,27.160493827160494,50.617283950617285,23.45679012345679,46.91358024691358,49.382716049382715,23.45679012345679,0
125,23.45679012345679,29.62962962962963,59.25925925925926,29.62962962962963,46.91358024691358,53.08641975308642,17.28395061728395,0
126,14.814814814814815,40.74074074074074,66.66666666666667,25.925925925925927,44.44444444444444,40.74074074074074,18.51851851851852,0
127,18.51851851851852,32.098765432098766,58.02469135802469,25.925925925925927,49.382716049382715,44.44444444444444,23.45679012345679,0
128,16.049382716049383,20.987654320987655,59.25925925925926,38.27160493827161,62.96296296296296,54.32098765432099,24.691358024691358,0
129,27.160493827160494,23.45679012345679,49.382716049382715,25.925925925925927,49.382716049382715,53.08641975308642,23.45679012345679,0
130,25.925925925925927,28.395061728395063,53.08641975308642,24.691358024691358,45.67901234567901,50.617283950617285,20.987654320987655,0
131,34.5679012345679,19.753086419753085,44.44444444444444,24.691358024691358,45.67901234567901,59.25925925925926,20.987654320987655,0
132,29.62962962962963,25.925925925925927,53.08641975308642,27.160493827160494,44.44444444444444,56.79012345679013,17.28395061728395,0
133,27.160493827160494,25.925925925925927,49.382716049382715,23.45679012345679,46.91358024691358,50.617283950617285,23.45679012345679,0
134,25.925925925925927,23.45679012345679,46.91358024691358,23.45679012345679,50.617283950617285,49.382716049382715,27.160493827160494,0
135,19.753086419753085,23.45679012345679,62.96296296296296,39.50617283950617,56.79012345679013,59.25925925925926,17.28395061728395,0
136,28.395061728395063,28.395061728395063,51.851851851851855,23.45679012345679,43.20987654320987,51.851851851851855,19.753086419753085,0
137,9.876543209876543,41.97530864197531,69.1358024691358,27.160493827160494,48.148148148148145,37.03703703703704,20.987654320987655,0
138,25.925925925925927,28.395061728395063,56.79012345679013,28.395061728395063,45.67901234567901,54.32098765432099,17.28395061728395,0
139,25.925925925925927,30.864197530864196,54.32098765432099,23.45679012345679,43.20987654320987,49.382716049382715,19.753086419753085,0
140,11.11111111111111,33.333333333333336,60.49382716049383,27.160493827160494,55.55555555555556,38.27160493827161,28.395061728395063,0
141,17.28395061728395,39.50617283950617,61.72839506172839,22.22222222222222,43.20987654320987,39.50617283950617,20.987654320987655,0
142,9.876543209876543,33.333333333333336,64.19753086419753,30.864197530864196,56.79012345679013,40.74074074074074,25.925925925925927,0
143,28.395061728395063,32.098765432098766,56.79012345679013,24.691358024691358,39.50617283950617,53.08641975308642,14.814814814814815,0
144,25.925925925925927,28.395061728395063,56.79012345679013,28.395061728395063,45.67901234567901,54.32098765432099,17.28395061728395,0
145,25.925925925925927,30.864197530864196,54.32098765432099,23.45679012345679,43.20987654320987,49.382716049382715,19.753086419753085,0
146,28.395061728395063,20.987654320987655,41.97530864197531,20.987654320987655,50.617283950617285,49.382716049382715,29.62962962962963,0
147,17.28395061728395,28.395061728395063,60.49382716049383,32.098765432098766,54.32098765432099,49.382716049382715,22.22222222222222,0
148,24.691358024691358,33.333333333333336,60.49382716049383,27.160493827160494,41.97530864197531,51.851851851851855,14.814814814814815,0
149,20.987654320987655,29.62962962962963,56.79012345679013,27.160493827160494,49.382716049382715,48.148148148148145,22.22222222222222,0
150,13.580246913580247,24.691358024691358,56.79012345679013,32.098765432098766,61.72839506172839,45.67901234567901,29.62962962962963,0
151,18.51851851851852,33.333333333333336,55.55555555555556,22.22222222222222,48.148148148148145,40.74074074074074,25.925925925925927,0
152,19.753086419753085,23.45679012345679,51.851851851851855,28.395061728395063,56.79012345679013,48.148148148148145,28.395061728395063,0
153,32.098765432098766,23.45679012345679,50.617283950617285,27.160493827160494,44.44444444444444,59.25925925925926,17.28395061728395,0
154,28.395061728395063,27.160493827160494,58.02469135802469,30.864197530864196,44.44444444444444,59.25925925925926,13.580246913580247,0
155,29.62962962962963,23.45679012345679,40.74074074074074,17.28395061728395,46.91358024691358,46.91358024691358,29.62962962962963,0
156,37.03703703703704,14.814814814814815,44.44444444444444,29.62962962962963,48.148148148148145,66.66666666666667,18.51851851851852,0
157,30.864197530864196,18.51851851851852,43.20987654320987,24.691358024691358,50.617283950617285,55.55555555555556,25.925925925925927,0
158,13.580246913580247,30.864197530864196,54.32098765432099,23.45679012345679,55.55555555555556,37.03703703703704,32.098765432098766,0
159,19.753086419753085,30.864197530864196,56.79012345679013,25.925925925925927,49.382716049382715,45.67901234567901,23.45679012345679,0
160,18.51851851851852,27.160493827160494,65.4320987654321,38.27160493827161,54.32098765432099,56.79012345679013,16.049382716049383,0
161,25.925925925925927,16.049382716049383,37.03703703703704,20.987654320987655,58.02469135802469,46.91358024691358,37.03703703703704,0
162,30.864197530864196,22.22222222222222,39.50617283950617,17.28395061728395,46.91358024691358,48.148148148148145,29.62962962962963,0
163,20.987654320987655,17.28395061728395,49.382716049382715,32.098765432098766,61.72839506172839,53.08641975308642,29.62962962962963,0
164,30.864197530864196,19.753086419753085,43.20987654320987,23.45679012345679,49.382716049382715,54.32098765432099,25.925925925925927,0
165,16.049382716049383,33.333333333333336,60.49382716049383,27.160493827160494,50.617283950617285,43.20987654320987,23.45679012345679,0
166,18.51851851851852,38.27160493827161,70.37037037037037,32.098765432098766,43.20987654320987,50.617283950617285,11.11111111111111,0
167,25.925925925925927,27.160493827160494,58.02469135802469,30.864197530864196,46.91358024691358,56.79012345679013,16.049382716049383,0
168,27.160493827160494,20.987654320987655,46.91358024691358,25.925925925925927,51.851851851851855,53.08641975308642,25.925925925925927,0
169,25.925925925925927,23.45679012345679,48.148148148148145,24.691358024691358,50.617283950617285,50.617283950617285,25.925925925925927,0
170,27.160493827160494,23.45679012345679,51.851851851851855,28.395061728395063,49.382716049382715,55.55555555555556,20.987654320987655,0
171,28.395061728395063,24.691358024691358,54.32098765432099,29.62962962962963,46.91358024691358,58.02469135802469,17.28395061728395,0
172,24.691358024691358,24.691358024691358,50.617283950617285,25.925925925925927,50.617283950617285,50.617283950617285,24.691358024691358,0
173,35.80246913580247,19.753086419753085,35.80246913580247,16.049382716049383,44.44444444444444,51.851851851851855,28.395061728395063,0
174,24.691358024691358,23.45679012345679,44.44444444444444,20.987654320987655,51.851851851851855,45.67901234567901,30.864197530864196,0
175,20.987654320987655,22.22222222222222,44.44444444444444,22.22222222222222,56.79012345679013,43.20987654320987,34.5679012345679,0
176,37.03703703703704,13.580246913580247,35.80246913580247,22.22222222222222,49.382716049382715,59.25925925925926,27.160493827160494,0
177,18.51851851851852,28.395061728395063,56.79012345679013,28.395061728395063,53.08641975308642,46.91358024691358,24.691358024691358,0
178,22.22222222222222,24.691358024691358,54.32098765432099,29.62962962962963,53.08641975308642,51.851851851851855,23.45679012345679,0
179,28.395061728395063,29.62962962962963,48.148148148148145,18.51851851851852,41.97530864197531,46.91358024691358,23.45679012345679,0
180,17.28395061728395,23.45679012345679,54.32098765432099,30.864197530864196,59.25925925925926,48.148148148148145,28.395061728395063,0
181,24.691358024691358,24.691358024691358,39.50617283950617,14.814814814814815,50.617283950617285,39.50617283950617,35.80246913580247,0
182,24.691358024691358,25.925925925925927,60.49382716049383,34.5679012345679,49.382716049382715,59.25925925925926,14.814814814814815,0
183,17.28395061728395,30.864197530864196,64.19753086419753,33.333333333333336,51.851851851851855,50.617283950617285,18.51851851851852,0
184,34.5679012345679,22.22222222222222,49.382716049382715,27.160493827160494,43.20987654320987,61.72839506172839,16.049382716049383,0
185,23.45679012345679,28.395061728395063,54.32098765432099,25.925925925925927,48.148148148148145,49.382716049382715,22.22222222222222,0
186,13.580246913580247,29.62962962962963,53.08641975308642,23.45679012345679,56.79012345679013,37.03703703703704,33.333333333333336,0
187,34.5679012345679,23.45679012345679,41.97530864197531,18.51851851851852,41.97530864197531,53.08641975308642,23.45679012345679,0
188,30.864197530864196,25.925925925925927,48.148148148148145,22.22222222222222,43.20987654320987,53.08641975308642,20.987654320987655,0
189,29.62962962962963,22.22222222222222,53.08641975308642,30.864197530864196,48.148148148148145,60.49382716049383,17.28395061728395,0
190,16.049382716049383,29.62962962962963,62.96296296296296,33.333333333333336,54.32098765432099,49.382716049382715,20.987654320987655,0
191,23.45679012345679,38.27160493827161,56.79012345679013,18.51851851851852,38.27160493827161,41.97530864197531,19.753086419753085,0
192,33.333333333333336,22.22222222222222,44.44444444444444,22.22222222222222,44.44444444444444,55.55555555555556,22.22222222222222,0
193,28.395061728395063,27.160493827160494,44.44444444444444,17.28395061728395,44.44444444444444,45.67901234567901,27.160493827160494,0
194,20.987654320987655,27.160493827160494,61.72839506172839,34.5679012345679,51.851851851851855,55.55555555555556,17.28395061728395,0
195,20.987654320987655,27.160493827160494,54.32098765432099,27.160493827160494,51.851851851851855,48.148148148148145,24.691358024691358,0
196,19.753086419753085,32.098765432098766,55.55555555555556,23.45679012345679,48.148148148148145,43.20987654320987,24.691358024691358,0
197,40.74074074074074,13.580246913580247,28.395061728395063,14.814814814814815,45.67901234567901,55.55555555555556,30.864197530864196,0
198,28.395061728395063,28.395061728395063,44.44444444444444,16.049382716049383,43.20987654320987,44.44444444444444,27.160493827160494,0
199,18.51851851851852,27.160493827160494,65.4320987654321,38.27160493827161,54.32098765432099,56.79012345679013,16.049382716049383,0
200,19.753086419753085,30.864197530864196,56.79012345679013,25.925925925925927,49.382716049382715,45.67901234567901,23.45679012345679,0
201,28.395061728395063,23.45679012345679,48.148148148148145,24.691358024691358,48.148148148148145,53.08641975308642,23.45679012345679,0
202,11.11111111111111,24.691358024691358,62.96296296296296,38.27160493827161,64.19753086419753,49.382716049382715,25.925925925925927,0
203,27.160493827160494,18.51851851851852,54.32098765432099,35.80246913580247,54.32098765432099,62.96296296296296,18.51851851851852,0
204,25.925925925925927,19.753086419753085,45.67901234567901,25.925925925925927,54.32098765432099,51.851851851851855,28.395061728395063,0
205,30.864197530864196,17.28395061728395,45.67901234567901,28.395061728395063,51.851851851851855,59.25925925925926,23.45679012345679,0
206,24.691358024691358,30.864197530864196,50.617283950617285,19.753086419753085,44.44444444444444,44.44444444444444,24.691358024691358,0
207,20.987654320987655,35.80246913580247,61.72839506172839,25.925925925925927,43.20987654320987,46.91358024691358,17.28395061728395,0
208,40.74074074074074,19.753086419753085,41.97530864197531,22.22222222222222,39.50617283950617,62.96296296296296,17.28395061728395,0
209,37.03703703703704,25.925925925925927,48.148148148148145,22.22222222222222,37.03703703703704,59.25925925925926,14.814814814814815,0
210,28.395061728395063,19.753086419753085,44.44444444444444,24.691358024691358,51.851851851851855,53.08641975308642,27.160493827160494,0
211,22.22222222222222,27.160493827160494,51.851851851851855,24.691358024691358,50.617283950617285,46.91358024691358,25.925925925925927,0
212,28.395061728395063,23.45679012345679,56.79012345679013,33.333333333333336,48.148148148148145,61.72839506172839,14.814814814814815,0
213,28.395061728395063,23.45679012345679,49.382716049382715,25.925925925925927,48.148148148148145,54.32098765432099,22.22222222222222,0
214,18.51851851851852,25.925925925925927,53.08641975308642,27.160493827160494,55.55555555555556,45.67901234567901,28.395061728395063,0
215,30.864197530864196,28.395061728395063,51.851851851851855,23.45679012345679,40.74074074074074,54.32098765432099,17.28395061728395,0
216,16.049382716049383,32.098765432098766,61.72839506172839,29.62962962962963,51.851851851851855,45.67901234567901,22.22222222222222,0
217,18.51851851851852,19.753086419753085,44.44444444444444,24.691358024691358,61.72839506172839,43.20987654320987,37.03703703703704,0
218,12.345679012345679,27.160493827160494,59.25925925925926,32.098765432098766,60.49382716049383,44.44444444444444,28.395061728395063,0
219,27.160493827160494,24.691358024691358,49.382716049382715,24.691358024691358,48.148148148148145,51.851851851851855,23.45679012345679,0
220,27.160493827160494,23.45679012345679,48.148148148148145,24.691358024691358,49.382716049382715,51.851851851851855,24.691358024691358,0
221,23.45679012345679,28.395061728395063,53.08641975308642,24.691358024691358,48.148148148148145,48.148148148148145,23.45679012345679,0
222,19.753086419753085,29.62962962962963,54.32098765432099,24.691358024691358,50.617283950617285,44.44444444444444,25.925925925925927,0
223,22.22222222222222,30.864197530864196,58.02469135802469,27.160493827160494,46.91358024691358,49.382716049382715,19.753086419753085,0
224,23.45679012345679,22.22222222222222,51.851851851851855,29.62962962962963,54.32098765432099,53.08641975308642,24.691358024691358,0
225,22.22222222222222,27.160493827160494,55.55555555555556,28.395061728395063,50.617283950617285,50.617283950617285,22.22222222222222,0
226,17.28395061728395,25.925925925925927,53.08641975308642,27.160493827160494,56.79012345679013,44.44444444444444,29.62962962962963,0
227,22.22222222222222,24.691358024691358,46.91358024691358,22.22222222222222,53.08641975308642,44.44444444444444,30.864197530864196,0
228,23.45679012345679,20.987654320987655,48.148148148148145,27.160493827160494,55.55555555555556,50.617283950617285,28.395061728395063,0
229,16.049382716049383,29.62962962962963,58.02469135802469,28.395061728395063,54.32098765432099,44.44444444444444,25.925925925925927,0
230,28.395061728395063,22.22222222222222,48.148148148148145,25.925925925925927,49.382716049382715,54.32098765432099,23.45679012345679,0
